loc,title,comp,services_notice,job_type,email,link,recruiter_notice,date_created,data_updated,id,job_desc
 (downtown / civic / van ness),Project Management Systems Specialist- Electronic Records (downtown / civic / van ness),This is a highly compensated position.,do NOT contact us with unsolicited services or offers,contract,2zgkt-5237156068@job.craigslist.org,http://sfbay.craigslist.org//sfc/hea/5237156068.html,"Principals only. Recruiters, please don't contact this job poster.",2015-09-24 11:17am,2015-09-24 11:17am,post id: 5237156068,"
Hatchuel Tabernik and Associates Inc.
Job Description: Project Management Systems Specialist -- Electronic Records

Hatchuel, Tabernik, and Associates, (HTA), a fast-paced, public service consulting firm in Berkeley, CA, is seeking Project Management Systems Specialist for a limited term consultancy. HTA provides strategic, business and community project services to public agencies and non-profit organizations in the educational, social service, workforce development, health, and criminal justice sectors.

Purpose:
The Project Management Systems Specialist -- Electronic Records is a term limited consultant position that will be responsible for building capacity, project coordination, and beginning a project management system for an HTA client. The position will be devoted full time to developing and supporting effective project management for a complex electronic health records transition effort. The Project Management Systems Specialist provides consultation, communications and coordination, systems development, and quality assurance for the project management effort. This position serves to get the client's project management system off the ground and ensures that the project moves forward in a timely fashion for the term of the engagement. 

The initial term of this position is six months.

Reports To:
Director / Project Lead at HTA 

Essential Knowledge and Skills:
•	Health system experience
•	Project management experience
•	Strong interpersonal skills and diplomacy
•	Self-starter with initiative and professionalism
•	Communication and writing skills. Including the use of new technologies for project management communications and the ability to clearly document systems roll-out
•	Ability to create sustainable systems including templates that others can follow


Preferred Knowledge and Skills:
•	Ability to be nimble and maintain a current understanding of project dynamics and keep others informed of potential delays and dependencies
•	Experience with health informatics
•	Experience with organizations that provide behavioral health and/or mental health services
•	Experience with public sector agencies 
•	Experience with electronic health records systems and ""Meaningful Use"" 
•	Familiarity or experience with the LEAN approach to project management


Responsibilities: 
•	Gain an understanding of the goals and requirements of multiple interconnected EHR initiatives
•	Support the development of and/or confirm workplans for different working groups
•	Crosswalk and merge workplans and solicit input to determine priorities and reasonable timing of implementation
•	Map EHR planning and implementation efforts in order to create a master Coordinated Plan which will include an implementation timeline and training plan
•	Support robust communication regarding emerging plan particularly as relates to deadlines, bottlenecks, and dependencies internally and externally
•	Document the process, producing executive summaries of meetings and other forms of required documentation
•	Produce simple tracking and implementation updates -- track success
•	Assist the project leadership team to help ensure smooth deployment of EHR

This is an equal opportunity position. 


"
 (san carlos),Emergency Medical Technician (san carlos),Competitive Compensation and Benefit Package,do NOT contact us with unsolicited services or offers,employee's choice,d85f2-5237149492@job.craigslist.org,http://sfbay.craigslist.org//pen/hea/5237149492.html,"Principals only. Recruiters, please don't contact this job poster.",2015-09-24 11:14am,2015-09-24 11:14am,post id: 5237149492,"
Falck Northern California is seeking professional EMT's with excellent customer service skills to be a part of our San Mateo and Santa Clara County operations. We have openings for part-time and full-time positions.
____________________________________________________________________________

About Falck

We are a healthcare organization who prides ourselves on delivering quality patient care and transportation services with an emphasis on excellent customer service. We constantly strive to improve the pre and post hospital continuum of care through innovation, analytics and leading edge technologies.


Job Qualifications

•	California State EMT Card
•	Valid California Driver's License
•	Ambulance Driver Certification
•	Valid Medical Examiner Card
•	Current BLS CPR Certification
•	A clean DMV Printout
•	At least 18 years of age


Compensation and Benefits

•	Competitive Hourly Rate
•	Medical, Dental, and Vision Care
•	Employee Assistance Program
•	401(k) Retirement Plan
•	Voluntary Benefits 
•	Paid Time Off
•	Holiday Pay
•	Free Recertification Courses
•	Company Issued Uniform 


If you are interested, please go to  to complete an online application. 

Please visit our website at www.falcknc.com to learn more about how Falck Northern California/verihealth is serving our community.
"
 (novato),Veterinary Receptionist/CSR (novato),mid to high teens - please provide your salary requirements,do NOT contact us with unsolicited services or offers,full-time,6vzqr-5237169772@job.craigslist.org,http://sfbay.craigslist.org//nby/hea/5237169772.html,"Principals only. Recruiters, please don't contact this job poster.",2015-09-24 11:25am,2015-09-24 11:25am,post id: 5237169772,"
We are looking for a Veterinary Customer Service Representative to join our team. 3 - 5 days per week. Growth potential for the right person. We offer a well organized, busy and fun environment with plenty of opportunities to learn. Wonderful coworkers (no drama) and nice clientele. 

Our requirements for you:
candidates with vet experience are GREATLY preferred
have genuine concern & compassion for our clients and patients
have previous reception, office or customer service experience
have unlimited patience, be motivated and have a positive attitude
have excellent oral & written communication skills
be dependable, professional & calm under pressure at all times
be extremely detail oriented
be able to work quickly and efficiently
be able to multi-task efficiently and work at a fast pace with a smile

Our preference is for someone with veterinary experience but we are willing to train for the right person. Some Saturday shifts from 8 - 4:30 would be required and weekday shifts would be from 9:30 - 6:30. Benefits apply for anyone working over 30/32 hours (health, 401K, vacation/sick & vet care discounts).

Please attach your resume in PDF format to your email and put ""Vet CSR"" in the subject line. Also, please include some information about why you are interested in the position as well as your salary requirements. You may also fax your resume to 415-897-7165.

Thanks for your interest!
"
 (napa county),Activities Assistant Needed (napa county),10.00 per hour,do NOT contact us with unsolicited services or offers,part-time,4h8m3-5237170327@job.craigslist.org,http://sfbay.craigslist.org//nby/hea/5237170327.html,"Principals only. Recruiters, please don't contact this job poster.",2015-09-24 11:25am,2015-09-24 11:25am,post id: 5237170327,"
We believe that every day should be a day worth living! Our activities staff helps bring meaning and person centered care to the lives of our Elders! If you enjoy a challenging & creative job, relating to the elderly and want PT work, this is the job for you. Occasional driving required so a valid CA driver's license is a must. Come check it out. Wage, $10 per hour, no benefits. Please apply in person, 1800 Pueblo Avenue, Napa, or you may download an application at www.piners.net
"
 (oakland east),Dental Assistant I/II/III- Bilingual English/Spanish -- Alameda County (oakland east),14.23,do NOT contact us with unsolicited services or offers,full-time,,http://sfbay.craigslist.org//eby/hea/5237187862.html,"Principals only. Recruiters, please don't contact this job poster.",2015-09-24 11:34am,2015-09-24 11:34am,post id: 5237187862,"
Job Description 
Are you eager to join a culture that is able and committed to making a difference in people's lives? La Clinica's vision is to be the premier community health center, rooted in the concepts of wellness, prevention and patient-centered care. In order to achieve our vision, we strive to attract and inspire an engaged workforce that can provide the best patient care experience. We serve low income families and are committed to providing culturally and linguistically appropriate care regardless of insurance or ability to pay. As a Dental Assistant, you will have a unique opportunity to work at the top of your skills and licensure in providing critical and seamless support to a team of dental providers and to interface with a multicultural patient population. You will also have rich and meaningful opportunities to learn the newest technologies in healthcare such as NextGen Practice Management and Health Records Systems.

As a Dental Assistant, you will be enlisted to handle all aspects of preparing patients for exams. Your core responsibilities will include sterilizing instruments, setting up instrument trays, preparing materials and medications, taking vital signs and x-rays; making preliminary impressions for study models; maintaining an adequate supply of functioning instruments and equipment in the dental operatory. You will also serve as a member of the cross-functional team of Dental Assistants that provide front desk services such as patient registrations, check-in, appointment scheduling, treatment estimates, and collection of payments. Your ability to communicate and listen attentively will ensure you can effectively interview patients, record medical and dental history, assist dentist during dental procedures and provide post-operative instructions to patients as prescribed by the Dentist. Ideally, your fluency in Spanish will enable you to better serve our culturally diverse patients. Ultimately, success in this role will require a high degree of interpersonal competence, which includes building effective relationships with all team members. If you are eager to join a culture that is committed to top quality care then make La Clinica the place where you can make a difference.

Required Skills 
•	Dental Assistant I: Requires HS or GED. Completion of an accredited Dental Assistant Program and Dental X-Ray License.
•	Dental Assistant II: Requires the above plus Registered Dental Assistant (RDA) License.
•	Dental Assistant III: Required the above plus Registered Dental Assistant in Extended Functions (RDAEF) License.
•	Knowledge of Electronic Health Records and Electronic Practice Management Systems preferred
•	Basic knowledge of Microsoft Office software required: Outlook e-mail and Word
•	Ability and willingness to work evening and Saturday clinics as required
•	Bilingual English/Spanish required

Required Experience 
•	Dental Assistant I: one year or more of paid dental assistant experience
•	Dental Assistant II: One year or more of paid dental assistant experience providing diagnostic aids including x-rays and taking and recording medical and dental histories; creating preliminary and custom impression trays, and cleaning, polishing removable appliances and fabricating restorations.
•	Dental Assistant III: One year or more of paid dental assistant experience being responsible for fabricating final impressions and applying sealants

Job Location 
Alameda County, California, United States 

How to Appy: Tracking #2067

Link:


"
 (ADHC),Social Worker (ADHC),Market Rate,do NOT contact us with unsolicited services or offers,part-time,mg4b4-5237189040@job.craigslist.org,http://sfbay.craigslist.org//sfc/hea/5237189040.html,"Principals only. Recruiters, please don't contact this job poster.",2015-09-24 11:35am,2015-09-24 11:35am,post id: 5237189040,"
Circle of Friends Adult Day Health Care center is looking for part-time Social Worker to join our multi-disciplinary team of professionals. The applicant must have one of the following degrees: MSW, MFT, or Master in Gerontology. Russian speaking is preferred.
Job duties include, but not limited to assessments, re-assessments, individual and group counseling. 
Hours of work: M-F, 8:30 a.m.-2:00 p.m.. Great friendly working environment,
"
 (san jose west),Registered Nurse Anticoagulation/Urgent Care (san jose west),$40 per hour DOE,do NOT contact us with unsolicited services or offers,full-time,cqhhj-5237190975@job.craigslist.org,http://sfbay.craigslist.org//sby/hea/5237190975.html,"Principals only. Recruiters, please don't contact this job poster.",2015-09-24 11:36am,2015-10-12 9:14am,post id: 5237190975,"
Established Multispecialty Group is looking for an experienced RN in their busy Infusion Department and Urgent Care Department in San Jose. 

Must have current California RN license and current BLS, with a minimum of two years clinical experience preferably in an Urgent Care and or Primary Care clinic. 

Please submit resume.

No third Party inquiries
"
 (alameda),Now Hiring FT RDA at Bright Now Dental! (alameda),DOE,do NOT contact us with unsolicited services or offers,full-time,wfn6h-5237194525@job.craigslist.org,http://sfbay.craigslist.org//eby/hea/5237194525.html,"Principals only. Recruiters, please don't contact this job poster.",2015-09-24 11:38am,2015-09-24 11:38am,post id: 5237194525,"
General Summary

Under the general supervision of a licensed dentist, prepares patients, sterilizes and disinfects instruments, sets up instrument trays, prepares materials, and assists dentist during dental treatment procedures. Performs reversible dental technique. Performs most dental procedures under the direct supervision of the dentist.

Essential Duties and Responsibilities

Duties and responsibilities may vary based on the level of certification and administrative or supervisory functions delegated to each individual. Duties listed are not all inclusive and may change at any time.

Sterilizes and disinfects instruments, equipment, and operatory to meet OSHA regulations
Prepares treatment rooms, instruments and tray setups for dental procedures. 
Greets and prepares patients for treatment.
Expose and mounts dental diagnostic x-rays.
Assist the dentist during examinations and treatment procedures.
Conducts work in compliance with office policies and procedures, safety, OSHA and MSDS guidelines. 
Records medical and dental histories and vital signs of patient.
Makes preliminary impressions.
Pours, trims, and polishes study casts, fabricates custom impression trays from preliminary impressions, cleans and polishes removable appliances, and fabricates temporary restorations. 
Provides postoperative instructions prescribed by Dentist.
Records treatment information in patient records.
Actively participates in the achievement of patient satisfaction and office production goals by working efficiently and providing a high level of patient service.
Assists with other duties as needed.
Achieve professional dentist and staff relations through teamwork to ensure coordination of activities.
Achieve quality, positive patient relations through excellent customer service skills to ensure no patient complaints
Assist in Hygiene Department as needed by performing the following:
Instruct patients in oral hygiene and plaque control programs.
Apply protective coating of fluoride to teeth.
Polish and floss adult patients after scaling by the Hygienist.
Assist Hygienist in suctioning, periodontic exams and new patient periodontic screening.
Perform children's prophylaxis; polish only (14 years & under).

Qualifications

To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the competencies, knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

Strategic Skills:

Possesses the ability to build strong patient relationships and deliver delivers solutions that meet patient expectations
Able to make sense of complex, high quantity, and sometimes contradictory information to effectively solve problems
Asks the right questions to analyze situations, acquires data from multiple sources, and seeks to uncover the root cause of a problem; with the goal of effectively solving problems

Operating Skills;

Takes on new opportunities and tough challenges with a sense of urgency, high energy and enthusiasm
Effective at planning and prioritizing work to meet commitments aligned with Smile Brands goals
Follows through on commitments and makes sure others do the same
Consistently achieves results, even under tough circumstances

Personal and Interpersonal Skills:

Attentively listens to others
Gains the confidence and trust of others through honesty, integrity, and authenticity.
Can effectively build partnerships and work collaboratively with others to meet shared objectives
Is able to relate openly and is comfortable with diverse groups of people
Has the ability to effectively communicate utilizing a variety of methods; adjusts communication to fit the audience
Actively seeks new ways to grow and be challenged using both formal and informal development channels.
Learns from new experiences, from others, and from structured learning.
Maintains a positive attitude despite setbacks, adversity, or difficult situations
Is confident under pressure, and handles and manages crises effectively.

Education and/or years of experience:

High School Diploma or GED
Three to six months related experience and/or training; or equivalent combination of education and experience

Certificates, Licenses, Registrations:

Dental Assistant Certificate from Vocational College or ROP (when required by State) CPR Certification
Dental Radiology License

Knowledge, Skills, and Abilities:

Knowledge and adaptability to documentation modalities (Electronic or paper)
Basic computer skills and use of digital imaging software
Ability to read, write, and speak English.
Spanish fluency required based on location.
Knowledge of toxic waste disposal requirements.

Physical Demands

While performing the duties of this Job, the employee is frequently required to sit for extended periods of time; use fine and gross motor hand skills to provide precise instrumentation.
Must be able to speak and hear appropriately to communicate effectively with each customer.
The employee is regularly required to stand; walk, twist the torso, bend over and reach with hands and arms. The employee must frequently lift and/or move up to 25 pounds.
Specific vision abilities required by this job include close, distance and peripheral vision with the ability to adjust and focus.

Working Conditions

While performing the duties of this Job, the employee is frequently exposed to moving mechanical parts and fumes or airborne particles; toxic or caustic chemicals; bloodborne pathogens (i.e. saliva, instruments and sharps); dust and extremely hot water; and radiographic and x-ray equipment.
The noise level in the work environment is usually loud to moderate.
"
,Child Family Clinician (Bi-lingual Spanish ),"DOE Plus benefits 21 Paid Vacation, 15 Sick days, 3 personal Business Days and 12 holidiays",do NOT contact us with unsolicited services or offers,full-time,kdz5s-5237204131@job.craigslist.org,http://sfbay.craigslist.org//sfc/hea/5237204131.html,"Principals only. Recruiters, please don't contact this job poster.",2015-09-24 11:44am,2015-10-08 2:56pm,post id: 5237204131,"
Agency Overview

Founded in 1889, Family Service Agency of San Francisco is the oldest nonsectarian, nonprofit charitable social-services provider in the City and County of San Francisco. 


Program Description

Full Circle Family Program (FCFP) offers outpatient mental-health services for multicultural, low-income children, ages 4-21, and their families in the South of Market, Tenderloin, Western Addition, and Southeastern districts of San Francisco. FCFP is an innovative child and family-focused program that utilizes evidence-based practices and interventions which have been shown to help youth succeed within the context of their families. We believe that, regardless of the setting in which youth may be exhibiting challenges; the family has the strengths necessary to develop their own goals on behalf of their children. Our focus is to facilitate their success. Thus, our philosophy is truly to honor family strengths, to join with families in developing their own solutions; and to offer support that has significant evidence as to its effectiveness. We reach out to communities in which our youth live and provide services in the location that best meets the needs of the youth and their family. 

Job Description

Assess, formulate, diagnose and implement treatment plan and goals for individuals with mental, emotional, or substance abuse problems. Implement therapy and mental health services in accordance with treatment plans; provide family psychotherapy as primary modality and individual and/or group therapy as needed collaterally. Maintain accurate and complete client records for later electronic billing data entry and adhere to legal and ethical issues regarding confidentiality and reporting requirements. Provide safe, supportive environment for agency's clients. Additional duties as needed. 

Program Specific Responsibilities

•	Assess, diagnose and conduct treatment intervention that is consistent with the treatment plan and goals as developed in partnership with the family.
•	Provide family psychotherapy as the primary modality with individual and/or group treatment as determined in collaboration with your supervisor.
•	Utilize evidence-based interventions and theories.
•	Provide case management, behavioral coaching and crisis intervention as necessary
•	Collaborate closely with our community referral sources and partners: schools, county departments, community-based organizations, etc.
•	Meet documentation and other deadlines; comply with requirements for Medical/county paperwork.
•	Perform administrative tasks within timelines (chart completion, meeting attendance, etc.)
•	Outreach into community
•	Work 2-3 evenings a week, as needed for families after school and work
•	We will be measuring outcomes of our work on behalf of our kids and their families


Minimum Qualifications:

•	A minimum of 2 years of related experience with children and families preferred
•	Experience with community-based work in schools and in the home
•	Masters or doctoral degree in social work, psychology or related fields required, but all encouraged to apply
•	California licensure or minimum of 3 years post-Masters clinical experience, preferred
•	Knowledge of the evidence-based movement in mental health preferred
•	BILINGUAL: Spanish Required
•	Strong individual and family assessment skills and proficiency using DSM-IV-R and DSM V desirable
•	Working knowledge of Microsoft Word processing; ability to utilize FSA Information Management System
•	Strong organizational and time management skills
•	Strong communication and interpersonal skills
•	Developing skills in understanding and intervening in complex family relationship dynamics
•	Background in family systems and structural theory, cognitive-behavioral theory and/or behavioral theory, strongly preferred. 
•	Have a good grasp of individual and family life cycle development
•	Familiarity with S.F. Community Mental Health (county) paperwork is desirable
•	Ability be a team player with a welcoming attitude
•	Possess a valid CA Driver's license and access of vehicles with proper insurance

"
 (fremont / union city / newark),RDA needed for Fremont private practice (fremont / union city / newark),To be discussed,do NOT contact us with unsolicited services or offers,part-time,6hwjf-5237201964@job.craigslist.org,http://sfbay.craigslist.org//eby/hea/5237201964.html,"Principals only. Recruiters, please don't contact this job poster.",2015-09-24 11:42am,2015-09-24 11:42am,post id: 5237201964,"
Dental private practice in Mission area of Fremont looking for a RDA
- 2-3 days a week starting Thurs, Fri & Sat
- working all saturdays
- duties include: seating patients, assisting Dr, making temp crowns, coronal polishing,
sterilization, etc
- references & working interview is a must
-please email resume
"
 (milpitas),"Prothodontist, DA, RDA, Receptionist, Intern (milpitas)",We provide comparative wage and employee benefits.,do NOT contact us with unsolicited services or offers,full-time,pmst5-5237212250@job.craigslist.org,http://sfbay.craigslist.org//sby/hea/5237212250.html,"Principals only. Recruiters, please don't contact this job poster.",2015-09-24 11:48am,2015-09-24 11:48am,post id: 5237212250,"
Dental Openings for Specialists, Receptionist, Dentist and Dental Assistant
Privately owned (modern&new) dental office, we mainly accept fee-for-service.
We provide comparative wage and employee benefits.
Good location to commute - heart of Silicon-Valley. Our office is new and modern technology office.
Private Dental office hires full/part time Specialists, General Dentists and receptionist/representative. Representative/Receptionist and Dentist is wanted for a progressive modern dental practice. When you submit your resume, please specify your desired salary. Caring, patient-oriented dental practice is looking for an experienced candidate to join our team
We mostly do fee-for-service and accept a few PPOs only. Our office do General, Prosthodontics, Implants. You will meet and work with other very professionals and experienced dentists.

We have openings about
1. Prothodontist
2. DA: Dental assistants wanted - We provide professional training for recent college graduates applying for medical/dental schools at the beginning of your work with us.
3. General dentist
4. Receptionist/representative - This position is very good opportunity to experience all-about successful dental office business (from A to Z) for whom plans to apply for dental, medical, nursing schools. Receptionists wanted - We provide professional training for recent college graduates applying for medical/dental schools at the beginning of your work with us even if you do not have previous experience.
5. Dental Intern

Please apply and drop by for the interview, you will meet friendly co-workers here.
Send your resume now! we will call you right away for phone interview!
"
 (downtown / civic / van ness),Dental Office Coordinator (downtown / civic / van ness),excellent compensation,do NOT contact us with unsolicited services or offers,full-time,nmxkv-5237212586@job.craigslist.org,http://sfbay.craigslist.org//sfc/hea/5237212586.html,"Principals only. Recruiters, please don't contact this job poster.",2015-09-24 11:48am,2015-09-24 11:48am,post id: 5237212586,"
Dental Office coordinator assumes primary responsibility for superior guest experience, office operating standards and execution of all corporate/ field initiatives.
Must be professional, courteous, consistent and diplomatic at all times.
Salon, spa, or hotel/desk experience a plus.
Eaglesoft software experience a big plus.

Individual must perform the following tasks:
-Answer incoming calls, scheduling appointments and providing technical service/general information.
-Responsible for efficiently and effectively booking and confirming all services for the salon.
-Must be able to prioritize checking in & out guests, up selling products and ensuring smooth delivery of customer service.
-Owner assistance, general help on down time.
-Listen attentively to customer complaints and resolve customer complaints.

Requirements:
-Excellent communication, leadership and organizational skills.
-Professional attitude with ability to work and handle change in a positive manner.
-Detail-oriented and trustworthy.
-Experience in selling retail.
-Excellent time management and punctuality.
-Excellent telephone skills-Ability to handle multiple phone lines.
-Experience with money handling and balancing cash drawer.
-Act as a liaison between the customer and service provider to ensure services are performed in a timely manner.
Eaglesoft software experience is a plus


COMPENSATION
Hourly pay and Bonus system

"
 (concord / pleasant hill / martinez),Medical Assistant I/II- Bilingual English/Spanish -Contra Costa County (concord / pleasant hill / martinez),16.29 per hour,do NOT contact us with unsolicited services or offers,full-time,,http://sfbay.craigslist.org//eby/hea/5237216891.html,"Principals only. Recruiters, please don't contact this job poster.",2015-09-24 11:51am,2015-09-24 12:00pm,post id: 5237216891,"
Job Description:

What would it be like to partner with a multidisciplinary team whose vision and passion match your own? Are you eager to join a culture that is able and committed to making a difference in people's lives? La Clinica's vision is to be the premier community health center, rooted in the concepts of wellness, preventions and patient-centered care. In order to achieve our vision, we strive to attract and inspire an engaged workforce, which can help us provide the best patient care experience. We serve low income families and are committed to providing culturally appropriate care regardless of insurance or ability to pay. As a Medical Assistant, you will have a unique opportunity to work at the top of your skills and licensure in providing critical and seamless support to a team of medical providers who serve a multicultural patient population. You will also have rich and meaningful opportunities to learn the newest technologies in healthcare such as the NextGen Practice Management and Electronic Health Records Systems.


As a Medical Assistant, working in a fast pace environment, you will be enlisted to handle all aspects of assisting providers with patients. Your core responsibilities will preparing treatment rooms for patients, maintaining supplies, sterilizing instruments, administering injections/treatments, performing EKG''s, and assisting with various lab tests. You will also serve as a member of a cross-functional team of Medical Assistants who will schedule appointments for patients. Your ability to communicate and listen attentively will ensure you can effectively interview patients, record vital signs, document medical histories, treatment plans and procedures. Ideally, your fluency in Spanish will enable you to better serve our culturally diverse patients. Ultimately, success in this role will require a high degree of interpersonal competence, which includes building effective relationships with all team members. We are currently experiencing an exciting growth phase, which means there are more opportunities to build rewarding careers with us. If you are eager to join a company that is committed to top quality healthcare then let La Clinica be the place where you can make a difference.

Required Skills 

•	Medical Assistant I: Requires high school diploma/equivalent and completion of an accredited Medical Assistant Program. Must obtain one of the following three certifications within a year of being hired: 1. American Association of Medical Assistants (AAMA), or 2. American Medical Technologists (AMT) or 3. California Certifying Board of Medical Assistants (CCMA)
•	Medical Assistant II: Requires high school diploma/equivalent and completion of an accredited Medical Assistant Program. Must possess one of the following three certifications: 1. American Association of Medical Assistants (AAMA), or 2. American Medical Technologists (AMT) or 3. California Certifying Board of Medical Assistants (CCMA)
•	Knowledge and ability to translate medical terminology essential
•	Knowledge of Electronic Health Records and Electronic Practice Management Systems preferred
•	Basic knowledge of Microsoft Office software required: Outlook E-mail and Word
•	Ability to participate with other staff in Saturday rotation
•	Bilingual English/Spanish required

Required Experience 
•	One year or more of paid hospital/clinic/medical office experience.

Job Location 
Contra Costa County, California, United States 

How to Apply: Tracking #2068

Link:


"
 (novato),Caregivers Wanted Atria Senior Living (novato),Starting at $12.00 per hour,do NOT contact us with unsolicited services or offers,employee's choice,corrine.tanchoco@atriaseniorliving.com,http://sfbay.craigslist.org//nby/hea/5237216968.html,"Principals only. Recruiters, please don't contact this job poster.",2015-09-24 11:51am,2015-09-30 9:39am,post id: 5237216968,"
Atria Senior Living is one of the nation's leading providers of independent living, assisted living and memory care communities. We serve more than 16,000 older Americans in 27 states by creating a superior product through thought leadership, active aging programs and culinary excellence. Our communities are a hub of activity providing our residents with social opportunities and mental stimulation in comfortable, well-appointed surroundings. Behind the warmth and welcome of our Atria communities are over 11,000 employees nationwide who embrace their purpose of helping older adults have a better life. In return, not only do they have a lucrative career, but they experience the joy of helping others and making a difference in the lives of the residents and families we serve. We would love for you to join our Atria family!


Responsibilities: 

•Responsible for attending to all care needs of the residents in Life Guidance neighborhood.
•Set-up tables in preparation for all meals.
•Serve meals and drinks to Life Guidance residents in the dining room. 
•Serve the residents 3 snacks and beverages each day including those who are in their rooms during snack time.
•Assist with clean-up following all meals, including clearing dishes off the tables and taking to the kitchen, wipe down tables, chair seats, arms and backs, and pick up food from the floor by vacuuming or sweeping.
•Take an active part daily in its implementation of Sharing the Way Moment by Moment program. This includes the structured activities noted on the calendar as well as unstructured moments during the day which allow time for additional programming and interaction between all Resident Assistants and the LG residents.
•Find opportunities to give the resident choices throughout the day and allow them to be as independent as possible with their personal ADL's.
•Pick up laundry from resident apartments, rinse out soiled laundry and dispose of dirty laundry in appropriately.
•Collect garbage from assigned resident apartments daily. Immediately remove incontinent supplies that are wet or soiled.
•Housekeeping duties for common areas including, but not limited to, vacuuming, dusting, straightening up, wiping down tables and chairs, clean bathrooms, replace paper towels and toilet tissue, clean activity room, med room and utility by straightening up, vacuum or mop floor and dust.
•Responsible for light clean up of resident apartments as necessary on a daily basis. Light clean up is to include making beds not changed by housekeeper, spot check room, use extractor on incontinent accidents immediately and any other clean up as necessary.
• Provides other activities of daily living assistance to the residents as directed from each Resident's Service Plan.
• Provides medication reminders and/or assistance according to state regulations.
• Provides verbal encouragement and support to residents.
• Prioritizes tasks to ensure optimum services to residents as requests and needs change.
•Communicate to the Life Guidance Director when a resident's need has changed.
•Communicate to other departments as residents' needs arise during the shift.
•May drive company vehicle from community to social and other various destinations (only if required by community).
•May perform other duties as assigned. 


Qualifications: 

•High school diploma or general education degree (GED); or one to three months related experience and/or training; or equivalent combination of education and experience.
•Must successfully complete Atria's Medication Training (if providing medication reminders or assistance with medication).
•Must successfully complete all Atria specified training programs.
•Able to read and comprehend simple instructions, short correspondence, and memos. Able to write simple correspondence. Able to effectively present information in one-on-one and small group situations to customers, clients, and other employees of the organization.
•Able to add, subtract, multiply, and divide in all units of measure, using whole numbers, common fractions, and decimals.
•Able to apply common sense understanding to carry out detailed but uninvolved written or oral instructions. Ability to deal with problems involving a few concrete variables in standardized situations.
•Able to work various schedules and shifts as needed.

Atria offers health, vision, and dental benefits, as well as a 401K and a free meal each shift.


If you are interested please click on one of the links below:




Or you can reply to this ad and come in person Sunday - Thursaday 11am - 4pm. Please bring a resume.

We are located at 853 Tamalpais Ave. Novato, Ca.



We require all of our applicants to be drug tested and have a criminal background check done prior to being hired.
"
,Weekend Resource Nurse,DOE,do NOT contact us with unsolicited services or offers,part-time,,http://sfbay.craigslist.org//sfc/hea/5237219187.html,"Principals only. Recruiters, please don't contact this job poster.",2015-09-24 11:52am,2015-09-24 12:09pm,post id: 5237219187,"
At Hospice By The Bay our nonprofit mission is to provide patients and families with physical, mental, emotional and spiritual support during a difficult time.

It takes a special person to devote his or her career to hospice and end-of-life care. We believe our commitment to ensuring personal dignity and respect extends to our employees and we embrace diversity and encourage a culture of inclusion. If you have passion for serving patients, their families and your community, we invite you to become part of our team.

We are currently seeking a registered nurse to serve as a Resource Nurse to serve our San Francisco location. The ideal candidates will have finely tuned assessment skills and be knowledgeable about Hospice care best practices. The required days for this position are Saturday and Sunday. 

Requirements include:
•A.S degree in Nursing
•2+ years of professional nursing experience
•1+ years of acute care experience
•PHN or HPNA certification (preferred)
•Hospice experience (highly preferred)

This part time position offers competitive pay, shift differential and a supportive work environment

If interested in the above position please click on the link below and apply online

 
"
